DEPTO_HECHO;MUNICIPIO_HECHO;FECHA_HECHO;;DESCRIPCION_CONDUCTA;MODALIDAD;CLASE_SITIO;ZONA;GENERO;PAIS_PERSONA;CARGO_PERSONA;;;Etapa;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);2/10/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);3/03/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);01/28/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;DISCOTECAS;URBANA;MASCULINO;PAISES BAJOS;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);01/28/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;VIAS PUBLICAS;URBANA;MASCULINO;PAISES BAJOS;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);01/24/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;SUPL. DIJIN-SIJIN;VIAS PUBLICAS;URBANA;FEMENINO;BRASIL;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);01/15/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;VIOLACION DE CERRADURA;DENTRO DE LA VIVIENDA;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);01/30/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);01/30/2020 12:00:00 AM;;ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS;TRANSACCIONES ELECTRONICAS (COMPRA VENTA DE PRODUCTOS POR INTERNET);INTERIOR VEHICULO PARTICULAR;RURAL;FEMENINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);02/27/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;HOLANDA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);02/28/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;INTERIOR VEHICULO PARTICULAR;RURAL;MASCULINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);01/23/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;MEXICO;TURISTA NACIONAL;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);1/10/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;VIAS PUBLICAS;URBANA;FEMENINO;HOLANDA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);1/11/2020 0:00;;ARTÍCULO 239. HURTO RESIDENCIAS;LLAVE MAESTRA;APARTAMENTO;URBANA;MASCULINO;FRANCIA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);02/15/2020 12:00:00 AM;;ARTÍCULO 111. LESIONES PERSONALES;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);2/03/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;TEATROS;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);01/13/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;PARQUES;URBANA;MASCULINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);02/26/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;TRAMO DE VIA;RURAL;MASCULINO;RUSIA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);02/26/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);1/12/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;AUSTRALIA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);01/29/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;FRANCIA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);2/09/2020 0:00;;ARTÍCULO 239. HURTO RESIDENCIAS;USO SUSTANCIAS TOXICAS / ESCOPOLAMINADO;APARTAMENTO;URBANA;MASCULINO;REINO UNIDO;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);1/12/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;MAR;URBANA;MASCULINO;PAISES BAJOS;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);01/23/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);02/29/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);3/03/2020 0:00;;ARTÍCULO 239. HURTO RESIDENCIAS;ROMPIMIENTO PARED;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
CUNDINAMARCA;BOGOTÁ D.C. (CT);01/27/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;PARQUES;URBANA;MASCULINO;FRANCIA;TURISTA EXTRANJERO;;;Adultez;;;
GUAJIRA;DIBULLA;01/22/2020 12:00:00 AM;;ARTÍCULO 239. HURTO RESIDENCIAS;VENTOSA;CASAS DE HABITACION;URBANA;FEMENINO;ALEMANIA;TURISTA EXTRANJERO;;;Adultez;;;
GUAJIRA;DIBULLA;01/22/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;APARTAMENTO;URBANA;FEMENINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
GUAJIRA;DIBULLA;03/13/2020 12:00:00 AM;;ARTÍCULO 239. HURTO RESIDENCIAS;FACTOR DE OPORTUNIDAD;FINCAS Y SIMILARES;RURAL;MASCULINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
GUAJIRA;DIBULLA;03/13/2020 12:00:00 AM;;ARTÍCULO 239. HURTO RESIDENCIAS;FACTOR DE OPORTUNIDAD;FINCAS Y SIMILARES;RURAL;FEMENINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
GUAJIRA;RIOHACHA (CT);1/09/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;FRANCIA;TURISTA EXTRANJERO;;;Adultez;;;
GUAJIRA;RIOHACHA (CT);5/02/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;PARQUES;RURAL;FEMENINO;ITALIA;TURISTA EXTRANJERO;;;Adultez;;;
GUAJIRA;RIOHACHA (CT);01/27/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;RUSIA;TURISTA EXTRANJERO;;;Adultez;;;
GUAJIRA;URIBIA;03/19/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;ESTABLECIMIENTO DE COMERCIO;URBANA;MASCULINO;MEXICO;TURISTA EXTRANJERO;;;Adultez;;;
HUILA;GARZÓN;3/01/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;BUS TRANSMILENIO;URBANA;FEMENINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/22/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/25/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;PLAYA;URBANA;MASCULINO;ALEMANIA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/08/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;ITALIA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/07/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;PLAYA;URBANA;FEMENINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/31/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;DINAMARCA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);2/04/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;VIAS PUBLICAS;URBANA;FEMENINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);2/10/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;DISCOTECAS;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/04/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;VIAS PUBLICAS;URBANA;FEMENINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/23/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;APARTAMENTO;URBANA;MASCULINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/10/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ENGAÑO;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;HOLANDA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);2/01/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;RESTAURANTES;URBANA;MASCULINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/14/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;VIAS PUBLICAS;URBANA;MASCULINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);2/04/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;TRANSPORTE PÚBLICO;URBANA;FEMENINO;NUEVA ZELANDA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/30/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;VIAS PUBLICAS;URBANA;FEMENINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/03/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;FINCAS Y SIMILARES;RURAL;FEMENINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);2/08/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/30/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;PLAYA;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/15/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;PLAYA;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);3/11/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;ISLA;RURAL;FEMENINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);02/29/2020 12:00:00 AM;;ARTÍCULO 239. HURTO AUTOMOTORES;HALADO;FRENTE A RESIDENCIAS - VIA PUBLICA;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);2/01/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;USO SUSTANCIAS TOXICAS / ESCOPOLAMINADO;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);2/01/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;VIAS PUBLICAS;URBANA;MASCULINO;PAISES BAJOS;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);04/14/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;VIAS PUBLICAS;URBANA;MASCULINO;ALEMANIA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/08/2020 0:00;;ARTÍCULO 239. HURTO RESIDENCIAS;VENTOSA;CASAS DE HABITACION;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);03/15/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;FEMENINO;FRANCIA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/10/2020 0:00;;ARTÍCULO 239. HURTO RESIDENCIAS;USO SUSTANCIAS TOXICAS / ESCOPOLAMINADO;CASAS DE HABITACION;URBANA;MASCULINO;JAPON;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/23/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;ESPAÑA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);09/24/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;ZONA SELVÁTICA;RURAL;MASCULINO;INGLATERRA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);3/01/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;VIAS PUBLICAS;URBANA;FEMENINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);02/19/2020 12:00:00 AM;;ARTÍCULO 246. ESTAFA;TURINET;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;FEMENINO;FRANCIA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/23/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;BARES, CANTINAS Y SIMILARES;URBANA;FEMENINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/05/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;VIAS PUBLICAS;URBANA;FEMENINO;HOLANDA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/06/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;USO SUSTANCIAS TOXICAS / ESCOPOLAMINADO;BARES, CANTINAS Y SIMILARES;URBANA;MASCULINO;AUSTRALIA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/06/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/15/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;DENTRO DE LA VIVIENDA;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);3/03/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/13/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;ESPAÑA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/07/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);1/05/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;FEMENINO;ARGENTINA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);04/20/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;ESTABLECIMIENTO DE COMERCIO;RURAL;MASCULINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);03/18/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;VIAS PUBLICAS;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);3/03/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;DISCOTECAS;URBANA;MASCULINO;PAISES BAJOS;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/17/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;VIOLACION DE CERRADURA;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;PAISES BAJOS;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/30/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;PLAYA;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);2/01/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;BELGICA;TURISTA EXTRANJERO;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);01/31/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;FRENTE CENTRO COMERCIAL;URBANA;FEMENINO;COLOMBIA;TURISTA NACIONAL;;;Adultez;;;
MAGDALENA;SANTA MARTA (CT);3/05/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;VIAS PUBLICAS;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
MAGDALENA;SANTA MARTA (CT);02/23/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
MAGDALENA;SANTA MARTA (CT);01/15/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;MASCULINO;PAISES BAJOS;TURISTA EXTRANJERO;;;Juventud;;;
MAGDALENA;SANTA MARTA (CT);1/10/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
MAGDALENA;SANTA MARTA (CT);1/01/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;LOCAL COMERCIAL;URBANA;FEMENINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Juventud;;;
META;ACACÍAS;1/04/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;USO SUSTANCIAS TOXICAS / ESCOPOLAMINADO;BARES, CANTINAS Y SIMILARES;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
META;ACACÍAS;1/10/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;VIAS PUBLICAS;URBANA;MASCULINO;INGLATERRA;TURISTA EXTRANJERO;;;Juventud;;;
META;ACACÍAS;1/05/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;COSQUILLEO;TERMINAL DE TRANSPORTES;URBANA;FEMENINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
META;ACACÍAS;1/03/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;VIAS PUBLICAS;URBANA;MASCULINO;BELGICA;TURISTA EXTRANJERO;;;Juventud;;;
META;RESTREPO;10/18/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;PLAYA;URBANA;FEMENINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
META;RESTREPO;10/18/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;VIAS PUBLICAS;URBANA;MASCULINO;COLOMBIA;TURISTA NACIONAL;;;Juventud;;;
META;RESTREPO;10/18/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;PLAYA;URBANA;FEMENINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
META;RESTREPO;10/10/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;SUECIA;TURISTA EXTRANJERO;;;Juventud;;;
META;VILLAVICENCIO (CT);10/09/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;CARRETERA;RURAL;MASCULINO;ALEMANIA;TURISTA EXTRANJERO;;;Juventud;;;
META;VILLAVICENCIO (CT);1/06/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;RIOS;RURAL;MASCULINO;COLOMBIA;TURISTA NACIONAL;;;Juventud;;;
META;VILLAVICENCIO (CT);1/01/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;FINCAS Y SIMILARES;URBANA;MASCULINO;COLOMBIA;TURISTA NACIONAL;;;Juventud;;;
META;VILLAVICENCIO (CT);1/06/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;VIOLACION DE CERRADURA;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;FEMENINO;FRANCIA;TURISTA EXTRANJERO;;;Juventud;;;
META;VILLAVICENCIO (CT);1/06/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;VIAS PUBLICAS;URBANA;MASCULINO;ITALIA;TURISTA EXTRANJERO;;;Juventud;;;
META;VILLAVICENCIO (CT);10/11/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;VIAS PUBLICAS;URBANA;FEMENINO;PAISES BAJOS;TURISTA EXTRANJERO;;;Juventud;;;
QUINDÍO;SALENTO;1/04/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;PARQUES;URBANA;FEMENINO;AUSTRALIA;TURISTA EXTRANJERO;;;Juventud;;;
QUINDÍO;SALENTO;1/11/2020 0:00;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;VENEZUELA;TURISTA EXTRANJERO;;;Juventud;;;
QUINDÍO;SALENTO;01/18/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;MASCULINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Juventud;;;
QUINDÍO;SALENTO;01/18/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;PLAYA;URBANA;FEMENINO;COLOMBIA;TURISTA NACIONAL;;;Juventud;;;
QUINDÍO;SALENTO;01/18/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;ATRACO;PLAYA;URBANA;MASCULINO;COLOMBIA;TURISTA NACIONAL;;;Juventud;;;
QUINDÍO;SALENTO;01/18/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;RAPONAZO;VIAS PUBLICAS;URBANA;FEMENINO;NUEVA ZELANDA;TURISTA EXTRANJERO;;;Juventud;;;
QUINDÍO;SALENTO;02/23/2020 12:00:00 AM;;ARTÍCULO 239. HURTO RESIDENCIAS;FACTOR DE OPORTUNIDAD;HOTELES, RESIDENCIAS, Y SIMILARES.;RURAL;FEMENINO;ESPAÑA;TURISTA EXTRANJERO;;;Juventud;;;
QUINDÍO;SALENTO;02/23/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;VIAS PUBLICAS;URBANA;MASCULINO;ESTADOS UNIDOS;TURISTA EXTRANJERO;;;Juventud;;;
SAN ANDRÉS;SAN ANDRÉS (CT);02/25/2020 12:00:00 AM;;ARTÍCULO 239. HURTO PERSONAS;FACTOR DE OPORTUNIDAD;HOTELES, RESIDENCIAS, Y SIMILARES.;URBANA;FEMENINO;ALEMANIA;TURISTA EXTRANJERO;;;Juventud;;;
